URS0000000A8C	HGNC	HGNC:12655	9606	vault_RNA	VTRNA1-2
URS0000000B3B	HGNC	HGNC:53291	9606	lncRNA	LINC02368
URS0000001A7A	HGNC	HGNC:32881	9606	pre_miRNA	MIR625
URS0000001E80	HGNC	HGNC:53009	9606	lncRNA	CXXC5-AS1
URS0000001EB3	HGNC	HGNC:31630	9606	pre_miRNA	MIR31
URS0000003826	HGNC	HGNC:48665	9606	lncRNA	PCAT5
URS000000475B	HGNC	HGNC:54102	9606	lncRNA	ANK3-DT
URS0000004FF0	HGNC	HGNC:56640	9606	lncRNA	LINC03068
URS0000005270	HGNC	HGNC:53517	9606	rRNA	RNA5-8SN1
URS0000005270	HGNC	HGNC:53521	9606	rRNA	RNA5-8SN2
URS0000005270	HGNC	HGNC:53525	9606	rRNA	RNA5-8SN3
URS0000005270	HGNC	HGNC:53533	9606	rRNA	RNA5-8SN5
URS00000055D5	HGNC	HGNC:53577	9606	lncRNA	LINC02543
URS0000007095	HGNC	HGNC:32132	9606	pre_miRNA	MIR519A2
URS0000007340	HGNC	HGNC:31509	9606	pre_miRNA	MIR127
URS000000774F	HGNC	HGNC:54366	9606	lncRNA	LINC02832
URS0000007D24	HGNC	HGNC:10244	9606	Y_RNA	RNY4
URS00000081EA	HGNC	HGNC:37500	9606	snRNA	RNVU1-7
URS000000898B	HGNC	HGNC:53400	9606	lncRNA	LINC02463
URS0000008A99	HGNC	HGNC:31530	9606	pre_miRNA	MIR143
URS0000008D1D	HGNC	HGNC:41151	9606	lncRNA	PRRT3-AS1
URS0000009226	HGNC	HGNC:41126	9606	lncRNA	SIDT1-AS1
URS000000A142	HGNC	HGNC:10108	9606	snRNA	RNU11
URS000000AB5A	HGNC	HGNC:32587	9606	snoRNA	SNORA4
URS000000B2B0	HGNC	HGNC:40691	9606	lncRNA	TINAG-AS1
URS000000B904	HGNC	HGNC:51380	9606	lncRNA	LINC01569
URS000000D517	HGNC	HGNC:32660	9606	snoRNA	SNORA74B
URS000000D7B5	HGNC	HGNC:54371	9606	lncRNA	LINC02837
URS000000DAFC	HGNC	HGNC:33034	9606	snoRNA	SNORD115-15
URS000000DBDA	HGNC	HGNC:53588	9606	lncRNA	LINC02553
URS000000DF93	HGNC	HGNC:52888	9606	lncRNA	LINC02048
URS000000FF0C	HGNC	HGNC:54425	9606	lncRNA	ECI2-DT
URS00000102C8	HGNC	HGNC:55415	9606	lncRNA	CTDSPL2-DT
URS0000010A7C	HGNC	HGNC:10186	9606	snoRNA	SNORD46
URS0000011042	HGNC	HGNC:54289	9606	lncRNA	LINC02769
URS0000011308	HGNC	HGNC:41307	9606	lncRNA	AOAH-IT1
URS00000137A7	HGNC	HGNC:40308	9606	lncRNA	ITGA6-AS1
URS0000013F57	HGNC	HGNC:32643	9606	snoRNA	SNORA50A
URS00000142A8	HGNC	HGNC:40454	9606	lncRNA	PLXNB3-AS1
URS0000015695	HGNC	HGNC:53117	9606	lncRNA	SPON1-AS1
URS0000016914	HGNC	HGNC:31583	9606	pre_miRNA	MIR205
URS0000017C51	HGNC	HGNC:55342	9606	lncRNA	CAMTA2-AS1
URS0000017EC0	HGNC	HGNC:17138	9606	lncRNA	LINC00161
URS0000018488	HGNC	HGNC:19727	9606	lncRNA	LINC00479
URS0000018549	HGNC	HGNC:32639	9606	snoRNA	SNORA46
URS00000188FD	HGNC	HGNC:40590	9606	lncRNA	TP73-AS3
URS000001A014	HGNC	HGNC:44261	9606	lncRNA	TMLHE-AS1
URS000001A4F7	HGNC	HGNC:49446	9606	lncRNA	INKA2-AS1
URS000001AE36	HGNC	HGNC:32236	9606	lncRNA	FAM87B
URS000001BC5F	HGNC	HGNC:42423	9606	lncRNA	ZBTB20-AS4
URS000001C11A	HGNC	HGNC:53303	9606	lncRNA	LINC02380
URS000001DDD6	HGNC	HGNC:54519	9606	lncRNA	STUB1-DT
URS000001E3A4	HGNC	HGNC:27861	9606	lncRNA	MIR4290HG
URS000001EAC9	HGNC	HGNC:55789	9606	lncRNA	DNPEP-AS1
URS000001FF4F	HGNC	HGNC:40431	9606	lncRNA	PCYT1B-AS1
URS000002084A	HGNC	HGNC:32600	9606	snoRNA	SNORA12
URS0000020B26	HGNC	HGNC:53208	9606	lncRNA	LINC02292
URS0000020BD7	HGNC	HGNC:54255	9606	lncRNA	RASSF10-DT
URS000002176F	HGNC	HGNC:7494	9606	tRNA	MT-TP
URS0000021965	HGNC	HGNC:40102	9606	lncRNA	BSN-AS1
URS0000022866	HGNC	HGNC:54109	9606	lncRNA	ZNF25-DT
URS0000023407	HGNC	HGNC:55322	9606	lncRNA	SLC9A3R1-AS1
URS0000023412	HGNC	HGNC:34946	9606	tRNA	TRT-TGT2-1
URS000002951F	HGNC	HGNC:32734	9606	snoRNA	SNORD74
URS000002A4F1	HGNC	HGNC:34317	9606	ncRNA	SNAR-B1
URS000002A4F1	HGNC	HGNC:34318	9606	ncRNA	SNAR-B2
URS000002B889	HGNC	HGNC:40606	9606	lncRNA	USH2A-AS1
URS000002C3A3	HGNC	HGNC:55665	9606	lncRNA	CD101-AS1
URS000002C548	HGNC	HGNC:55435	9606	lncRNA	GALNT16-AS1
URS000002CA7E	HGNC	HGNC:43721	9606	lncRNA	LINC00571
URS000002E7B9	HGNC	HGNC:50542	9606	lncRNA	LINC01335
URS000002F901	HGNC	HGNC:50666	9606	lncRNA	LINC01391
URS000002FDBC	HGNC	HGNC:32637	9606	snoRNA	SNORA44
URS0000031355	HGNC	HGNC:55446	9606	lncRNA	VASH1-DT
URS0000031602	HGNC	HGNC:55174	9606	lncRNA	CSGALNACT2-DT
URS0000031DAF	HGNC	HGNC:55369	9606	lncRNA	DIS3L-AS1
URS0000031E12	HGNC	HGNC:31480	9606	pre_miRNA	MIRLET7C
URS0000031F5F	HGNC	HGNC:51113	9606	lncRNA	LINC01475
URS00000335D1	HGNC	HGNC:10166	9606	snoRNA	SNORD37
URS0000034673	HGNC	HGNC:52576	9606	lncRNA	LINC01787
URS0000034D55	HGNC	HGNC:32598	9606	snoRNA	SNORA10
URS0000035204	HGNC	HGNC:10118	9606	lncRNA	SNHG3
URS0000037193	HGNC	HGNC:52879	9606	lncRNA	LINC02039
URS0000037A22	HGNC	HGNC:55390	9606	lncRNA	PPM1L-DT
URS000003800B	HGNC	HGNC:41446	9606	lncRNA	CAMTA1-IT1
URS000003B62D	HGNC	HGNC:56694	9606	lncRNA	HAFML
URS000003BF91	HGNC	HGNC:53295	9606	lncRNA	LINC02373
URS000003C558	HGNC	HGNC:50653	9606	lncRNA	LINC01381
URS000003C588	HGNC	HGNC:49032	9606	lncRNA	LINC01044
URS000003CBBB	HGNC	HGNC:55303	9606	lncRNA	PIN1-DT
URS000003F189	HGNC	HGNC:55814	9606	lncRNA	COL6A2-DT
URS000003F392	HGNC	HGNC:48915	9606	lncRNA	VPS9D1-AS1
URS000003F8AC	HGNC	HGNC:55394	9606	lncRNA	SMG1-DT
URS0000041E0B	HGNC	HGNC:41024	9606	lncRNA	MYCBP2-AS2
URS0000042610	HGNC	HGNC:53238	9606	lncRNA	LINC02319
URS0000042637	HGNC	HGNC:41463	9606	lncRNA	RNF216-IT1
URS0000042BC0	HGNC	HGNC:52507	9606	lncRNA	LINC01720
URS00000449B6	HGNC	HGNC:45131	9606	lncRNA	WDR7-OT1
URS00000478B7	HGNC	HGNC:10038	9606	SRP_RNA	RN7SL1
URS0000047CE3	HGNC	HGNC:55489	9606	lncRNA	RASSF3-DT
URS0000048444	HGNC	HGNC:50581	9606	lncRNA	LINC01354
URS00000487A7	HGNC	HGNC:56001	9606	lncRNA	LNMICC
URS0000049FC4	HGNC	HGNC:53922	9606	lncRNA	NGF-AS1
URS000004A26B	HGNC	HGNC:10204	9606	snoRNA	SNORD54
URS000004AA8C	HGNC	HGNC:54358	9606	lncRNA	LINC02827
URS000004E371	HGNC	HGNC:26455	9606	lncRNA	LINC00052
URS000004E6C0	HGNC	HGNC:10201	9606	snoRNA	SNORD51
URS000004F0B2	HGNC	HGNC:53328	9606	lncRNA	LINC02401
URS000004F0C7	HGNC	HGNC:50493	9606	lncRNA	LLPH-DT
URS000004F3C6	HGNC	HGNC:18845	9606	lncRNA	TTTY21
URS000004F3C6	HGNC	HGNC:37980	9606	lncRNA	TTTY21B
URS0000050347	HGNC	HGNC:49383	9606	lncRNA	SPACA6-AS1
URS0000050C0E	HGNC	HGNC:55471	9606	lncRNA	TBX3-AS1
URS0000050C72	HGNC	HGNC:39764	9606	lncRNA	MDC1-AS1
URS00000515A9	HGNC	HGNC:52688	9606	lncRNA	LINC01868
URS0000052447	HGNC	HGNC:41091	9606	lncRNA	C1orf167-AS1
URS0000052DF4	HGNC	HGNC:40886	9606	lncRNA	P3H2-AS1
URS0000056589	HGNC	HGNC:32653	9606	snoRNA	SNORA59A
URS0000056589	HGNC	HGNC:32658	9606	snoRNA	SNORA59B
URS0000056BD1	HGNC	HGNC:53898	9606	lncRNA	IL1R1-AS1
URS00000582B9	HGNC	HGNC:53040	9606	lncRNA	LINC02178
URS0000058C9D	HGNC	HGNC:40754	9606	lncRNA	LAMP5-AS1
URS000005A7A9	HGNC	HGNC:34730	9606	tRNA	TRR-CCT3-1
URS000005AEAB	HGNC	HGNC:34591	9606	tRNA	TRL-TAG3-1
URS000005BADB	HGNC	HGNC:10208	9606	snoRNA	SNORD58A
URS000005D4CB	HGNC	HGNC:51266	9606	lncRNA	LINC01527
URS000005EB24	HGNC	HGNC:40504	9606	lncRNA	RGS5-AS1
URS00000600E6	HGNC	HGNC:31495	9606	pre_miRNA	MIR106B
URS000006044C	HGNC	HGNC:52720	9606	lncRNA	LINC01901
URS0000060B2B	HGNC	HGNC:31594	9606	pre_miRNA	MIR217
URS0000060CBD	HGNC	HGNC:55805	9606	lncRNA	WAPL-DT
URS0000061783	HGNC	HGNC:54318	9606	lncRNA	LINC02794
URS0000061A66	HGNC	HGNC:56150	9606	lncRNA	PPP1R3B-DT
URS00000626C6	HGNC	HGNC:52771	9606	lncRNA	LINC01947
URS0000063A17	HGNC	HGNC:55765	9606	lncRNA	CD109-AS1
URS0000064A12	HGNC	HGNC:42715	9606	lncRNA	LINC00387
URS00000658C9	HGNC	HGNC:52743	9606	lncRNA	LINC01931
URS0000066733	HGNC	HGNC:32703	9606	snoRNA	SNORD6
URS0000067E9D	HGNC	HGNC:55473	9606	lncRNA	UHRF1BP1L-DT
URS0000069864	HGNC	HGNC:32715	9606	snoRNA	SNORD18B
URS000006A9A7	HGNC	HGNC:44987	9606	lncRNA	LINC00840
URS000006B30B	HGNC	HGNC:53322	9606	lncRNA	LINC02395
URS000006B757	HGNC	HGNC:55285	9606	lncRNA	CBARP-DT
URS000006BD7A	HGNC	HGNC:51312	9606	lncRNA	LINC01544
